gene1	gene2	Ka	Ks	KaKs
SEN3126	SG3183	0.0000	0.0096	0.00100
SEN3127	SG3184	0.0000	0.0059	0.00100
SEN3128	SG3185	0.0000	0.0035	0.00100
SEN3129	SG3186	0.0000	0.0000	0.12595
SEN3130	SG3187	0.0000	0.0000	0.06279
SEN3131	SG3188	0.0000	0.0000	99.00000
SEN3132	SG3189	0.0000	0.0000	0.12707
SEN3133	SG3190	0.0000	0.0000	0.06757
SEN3134	SG3191	0.0012	0.0064	0.18548
SEN3135	SG3192	0.0000	0.0031	0.00100
SEN3136	SG3193	0.0000	0.0000	0.00100
SEN3137	SG3194	0.0000	0.0000	0.00100
SEN3138	SG3195	0.0000	0.0000	0.00100
SEN3139	SG3196	0.0000	0.0000	0.00100
SEN3140	SG3197	0.0011	0.0057	0.19633
SEN3141	SG3198	0.0000	0.0000	0.02867
SEN3142	SG3199	0.0000	0.0000	0.19051
SEN3143	SG3200	0.0000	0.0000	99.00000
SEN3144	SG3201	0.0000	0.0000	99.00000
SEN3145	SG3202	0.0000	0.0045	0.00100
SEN3146	SG3203	0.0000	0.0000	0.00100
SEN3147	SG3204	0.0015	0.0000	99.00000
SEN3148	SG3205	0.0000	0.0044	0.00100
SEN3149	SG3206	0.0000	0.0000	0.00100
SEN3150	SG3207	0.0000	0.0000	99.00000
SEN3151	SG3208	0.0000	0.0000	0.14162
SEN3152	SG3209	0.0000	0.0000	0.06474
SEN3153	SG3210	0.0011	0.0000	99.00000
SEN3154	SG3211	0.0000	0.0000	99.00000
SEN3155	SG3212	0.0000	0.0000	0.80881
SEN3156	SG3213	0.0000	0.0000	0.00100
SEN3157	SG3214	0.0000	0.0000	0.00100
SEN3158	SG3215	0.0000	0.0000	8.97677
SEN3159	SG3216	0.0000	0.0000	0.00100
SEN3160	SG3217	0.0000	0.0000	0.01814
SEN3161	SG3218	0.0000	0.0000	0.00100
SEN3162	SG3219	0.0000	0.0000	0.00100
SEN3163	SG3220	0.0003	0.0015	0.21718
SEN3164	SG3221	0.0000	0.0000	0.09669
SEN3165	SG3222	0.0027	0.0000	99.00000
SEN3168	SG3225	0.0000	0.0000	0.00100
SEN3169	SG3226	0.0016	0.0000	99.00000
SEN3170	SG3227	0.0000	0.0000	0.04069
SEN3171	SG3228	0.0000	0.0000	0.00100
SEN3172	SG3229	0.0000	0.0000	0.00100
SEN3173	SG3230	0.0000	0.0035	0.00100
SEN3174	SG3231	0.0000	0.0000	0.05492
SEN3175	SG3232	0.0000	0.0000	0.00100
SEN3177	SG3234	0.0000	0.0000	0.00100
SEN3178	SG3235	0.0000	0.0000	0.00100
SEN3179	SG3236	0.0023	0.0000	99.00000
SEN3180	SG3237	0.0000	0.0000	0.02918
SEN3181	SG3238	0.0000	0.0000	0.00100
SEN3182	SG3239	0.0024	0.0000	99.00000
SEN3192	SG3249	0.0014	0.0000	99.00000
SEN3193	SG3250	0.0000	0.0000	0.05432
SEN3194	SG3251	0.0000	0.0000	0.07919
SEN3196	SG3253	0.0000	0.0000	0.00100
SEN3197	SG3254	0.0007	0.0000	99.00000
SEN3198	SG3255	0.0017	0.0032	0.51999
SEN3199	SG3256	0.0085	0.0001	99.00000
SEN3200	SG3257	0.0000	0.0048	0.00100
SEN3201	SG3258	0.0000	0.0000	0.10079
SEN3203	SG3260	0.0000	0.0019	0.00100
SEN3204	SG3261	0.0000	0.0000	0.13595
SEN3205	SG3262	0.0000	0.0000	0.00100
SEN3206	SG3263	0.0000	0.0000	0.00100
SEN3207	SG3264	0.0000	0.0028	0.00100
SEN3209	SG3266	0.0008	0.0015	0.55314
SEN3210	SG3267	0.0016	0.0000	99.00000
SEN3213	SG3270	0.0000	0.0064	0.00100
SEN3214	SG3271	0.0000	0.0024	0.00100
SEN3215	SG3272	0.0000	0.0000	0.18664
SEN3216	SG3273	0.0000	0.0000	0.09544
SEN3217	SG3274	0.0000	0.0000	0.11049
SEN3218	SG3275	0.0000	0.0030	0.00100
SEN3219	SG3276	0.0000	0.0000	0.07084
SEN3220	SG3277	0.0018	0.0000	99.00000
SEN3221	SG3278	0.0000	0.0000	0.00100
SEN3223	SG3280	0.0018	0.0000	99.00000
SEN3224	SG3281	0.0000	0.0000	0.02961
SEN3225	SG0362	0.5087	58.0964	0.00876
SEN3226	SG3284	0.0000	0.0000	0.00100
SEN1418	SG1484	0.0000	0.0000	0.00100
SEN3227	SG4040	0.0000	0.0000	7.51841
SEN3228	SG4039	0.0114	0.0001	99.00000
SEN3229	SG4038	0.0000	0.0000	0.00100
SEN3230	SG4037	0.0000	0.0000	99.00000
SEN3231	SG4036	0.0000	0.0000	0.05102
SEN3232	SG4035	0.0000	0.0000	0.06871
SEN3234	SG4032	0.0000	0.0000	0.00100
SEN3235	SG4031	0.0017	0.0000	99.00000
SEN3236	SG4030	0.0000	0.0020	0.00100
SEN3237	SG4029	0.0011	0.0000	99.00000
SEN3238	SG4028	0.0000	0.0000	0.00100
SEN3240	SG4026	0.0000	0.0000	0.00100
SEN3241	SG4025	0.0000	0.0000	0.12679
SEN3242	SG4024	0.0000	0.0000	0.06216
SEN3243	SG4023	0.0000	0.0000	1.14821
SEN3244	SG4022	0.0000	0.0000	99.00000
SEN3245	SG4021	0.0000	0.0000	0.07689
SEN3246	SG4020	0.0000	0.0000	0.10250
SEN3247	SG4019A	0.0000	0.0000	0.00100
SEN3248	SG4019	0.0000	0.0022	0.00100
SEN3249	SG4018	0.0000	0.0066	0.00100
SEN3250	SG4017	0.0000	0.0000	0.67979
SEN3251	SG4016	0.0000	0.0000	0.00100
SEN3252	SG4015	0.0000	0.0000	0.00100
SEN3253	SG4014	0.0000	0.0000	0.74522
SEN3254	SG4013	0.0000	0.0000	0.08949
SEN3255	SG4012	0.0000	0.0000	0.00100
SEN3256	SG4011	0.0000	0.0000	0.00657
SEN3257	SG4010	0.0000	0.0000	0.00100
SEN3258	SG4009	0.0000	0.0000	0.00100
SEN3259	SG4008	0.0000	0.0000	0.00100
SEN3260	SG4007	0.0000	0.0000	99.00000
SEN3261	SG4006	0.0000	0.0000	0.17883
SEN3262	SG4005	0.0000	0.0042	0.00100
SEN3263	SG4004	0.0000	0.0089	0.00100
SEN3264	SG4003	0.0000	0.0000	0.10701
SEN3265	SG4002	0.0000	0.0000	0.08499
SEN3266	SG4001	0.0000	0.0093	0.00100
SEN3267	SG4000	0.0000	0.0000	0.00100
SEN3268	SG3999	0.0000	0.0000	0.06867
SEN3269	SG3998	0.0000	0.0000	0.00100
SEN3271	SG3996	0.0000	0.0000	0.00100
SEN3272	SG3995	0.0000	0.0000	0.00100
SEN3273	SG3994	0.0000	0.0025	0.00100
SEN3274	SG3993	0.0000	0.0041	0.00100
SEN3275	SG3992	0.0000	0.0000	0.00100
SEN3276	SG3991	0.0000	0.0000	32.19075
SEN3277	SG3990	0.0000	0.0000	0.00100
SEN3278	SG3989	0.0046	0.0000	99.00000
SEN3279	SG3988	0.0000	0.0000	0.13222
SEN3280	SG3987	0.0000	0.0000	0.54741
SEN3281	SG3986	0.0000	0.0000	99.00000
SEN3282	SG3985	0.0000	0.0000	0.00100
SEN3283	SG3984	0.0000	0.0000	0.05645
SEN3286	SG3980	0.0028	0.0000	99.00000
SEN3287	SG3979	0.0000	0.0016	0.00100
SEN3289	SG3977	0.0000	0.0029	0.00100
SEN3290	SG3976	0.0000	0.0000	0.10897
SEN3291	SG3975	0.0047	0.0047	0.99370
SEN3292	SG3974	0.0000	0.0000	0.03868
SEN3293	SG3973	0.0020	0.0000	99.00000
SEN3294	SG3972	0.0015	0.0000	99.00000
SEN3295	SG3971	0.0013	0.0000	99.00000
SEN3296	SG3970	0.0027	0.0000	99.00000
SEN3297	SG3969	0.0000	0.0000	0.00100
SEN3298	SG3968	0.0000	0.0000	99.00000
SEN3299	SG3967	0.0027	0.0000	99.00000
SEN3300	SG3966	0.0011	0.0000	99.00000
SEN3301	SG3965	0.0006	0.0026	0.22666
SEN3302	SG3964	0.0000	0.0097	0.00100
SEN3303	SG3963	0.0000	0.0041	0.00100
SEN3304	SG3962	0.0010	0.0000	99.00000
SEN3306	SG3958	0.0000	0.0000	0.00100
SEN3424	SG3836	0.0000	0.0000	0.00100
SEN3423	SG3837	0.0000	0.0000	0.01869
SEN3425	SG3835	0.0000	0.0000	0.00100
SEN3307	SG3957	0.0000	0.0000	99.00000
SEN3308	SG3956	0.0000	0.0000	0.10457
SEN3309	SG3955	0.0000	0.0000	0.05620
SEN3310	SG3954	0.0000	0.0000	0.03516
SEN3311	SG3953	0.0011	0.0000	99.00000
SEN3312	SG3952	0.0000	0.0000	0.02555
SEN3313	SG3951	0.0000	0.0000	0.09464
SEN3314	SG3950	0.0013	0.0049	0.25773
SEN3315	SG3949	0.0000	0.0000	0.00100
SEN3316	SG3948	0.0034	0.0000	99.00000
SEN3317	SG3947	0.0053	0.0001	99.00000
SEN3318	SG3946	0.0000	0.0000	0.00100
SEN3319	SG3945	0.0006	0.0000	99.00000
SEN3320	SG3944	0.0000	0.0049	0.00100
SEN3321	SG3943	0.0007	0.0020	0.34932
SEN3322	SG3942	0.0000	0.0000	0.58769
SEN3323	SG3941	0.0000	0.0000	0.00100
SEN3324	SG3940	0.0014	0.0000	99.00000
SEN3325	SG3939	0.0028	0.0017	1.64064
SEN3326	SG3938	0.0009	0.0019	0.50542
SEN3327	SG3937	0.0023	0.0000	99.00000
SEN3328	SG3936	0.0000	0.0000	0.00100
SEN3329	SG3935	0.0033	0.0000	99.00000
SEN3330	SG3934	0.0006	0.0000	99.00000
SEN3331	SG3933	0.0000	0.0000	0.00100
SEN3332	SG3932	0.0006	0.0034	0.17168
SEN3333	SG3931	0.0000	0.0000	0.00100
SEN3588	SG3662	0.0000	0.0000	0.00100
SEN3335	SG3929	0.0000	0.0000	0.07218
SEN3336	SG3928	0.0000	0.0000	0.00100
SEN3337	SG3927	0.0000	0.0000	0.05369
SEN3338	SG3926	0.0000	0.0000	0.00100
SEN3339	SG3925	0.0000	0.0000	0.00100
SEN3340	SG3924	0.0000	0.0000	0.08516
SEN3341	SG3923	0.0010	0.0000	99.00000
SEN3345	SG3919	0.0000	0.0000	0.00100
SEN3347	SG3917	0.0009	0.0000	99.00000
SEN3349	SG3915	0.0000	0.0000	0.06332
SEN3350	SG3914	0.0000	0.0000	0.04707
SEN3351	SG3913	0.0000	0.0000	0.12586
SEN3358	SG3905	0.0006	0.0000	99.00000
SEN3361	SG3900	0.0021	0.0000	99.00000
SEN3363	SG3897	0.0012	0.0000	99.00000
SEN3365	SG3895	0.0000	0.0000	0.00100
SEN3366	SG3894	0.0000	0.0000	0.00100
SEN3367	SG3893	0.0022	0.0000	99.00000
SEN3368	SG3892	0.0000	0.0000	99.00000
SEN3369	SG3891	0.0000	0.0000	0.07679
SEN3374	SG3886	0.0000	0.0019	0.00100
SEN3375	SG3885	0.0000	0.0000	0.00100
SEN3376	SG3884	0.0000	0.0000	0.00100
SEN3377	SG3883	0.0029	0.0000	99.00000
SEN3378	SG3882	0.0016	0.0050	0.31387
SEN3379	SG3881	0.0000	0.0051	0.00100
SEN3380	SG3880	0.0000	0.0000	0.00100
SEN3383	SG3877	0.0000	0.0000	0.00100
SEN3384	SG3876	0.0000	0.0000	1.67178
SEN3385	SG3875	0.0031	0.0000	99.00000
SEN3386	SG3874	0.0000	0.0000	0.09367
SEN3387	SG3873	0.0014	0.0000	99.00000
SEN3388	SG3872	0.0033	0.0000	99.00000
SEN3390	SG3870	0.0014	0.0000	99.00000
SEN3391	SG3869	0.0000	0.0034	0.00100
SEN3392	SG3868	0.0000	0.0000	0.02112
SEN3393	SG3867	0.0000	0.0000	0.04821
SEN3394	SG3866	0.0000	0.0018	0.00100
SEN3395	SG3865	0.0000	0.0045	0.00100
SEN3396	SG3864	0.0000	0.0000	0.00100
SEN3397	SG3863	0.0000	0.0000	0.34555
SEN3398	SG3862	0.0000	0.0000	0.00100
SEN3399	SG3861	0.0013	0.0032	0.40942
SEN3401	SG3859	0.0000	0.0000	0.00100
SEN3402	SG3858	0.0042	0.0000	99.00000
SEN3403	SG3857	0.0000	0.0000	74.93929
SEN3404	SG3856	0.0000	0.0000	0.13236
SEN3405	SG3855	0.0000	0.0038	0.00100
SEN3406	SG3854	0.0024	0.0064	0.37868
SEN1794	SG1867	0.0000	0.0000	0.00100
SEN1793	SG1866	0.0000	0.0000	0.00100
SEN2018	SG2970	0.6858	18.5222	0.03703
SEN3407	SG3853	0.0000	0.0000	99.00000
SEN3408	SG3852	0.0024	0.0000	99.00000
SEN3409	SG3851	0.0005	0.0000	99.00000
SEN3410	SG3850	0.0000	0.0000	0.16917
SEN3411	SG3849	0.0025	0.0000	99.00000
SEN3412	SG3848	0.0010	0.0025	0.41701
SEN3413	SG3847	0.0000	0.0000	0.00100
SEN3414	SG3846	0.0000	0.0000	0.50318
SEN3415	SG3845	0.0000	0.0029	0.00100
SEN3416	SG3844	0.0000	0.0045	0.00100
SEN3417	SG3843	0.0008	0.0000	99.00000
SEN3419	SG3841	0.0000	0.0000	0.00100
SEN3420	SG3840	0.0011	0.0000	99.00000
SEN3189	SG3246	0.0000	0.0000	0.00100
SEN1493	SG1565	0.0000	0.0000	0.08614
SEN0335	SG0363	0.0027	0.0000	99.00000
SEN4086	SG4158	0.0000	0.0047	0.00100
SEN3636	SG3613	0.0010	0.0031	0.32543
SEN3426	SG3834	0.0000	0.0000	0.00100
SEN3430	SG3829	0.0018	0.0000	99.00000
SEN3431	SG3828	0.0012	0.0000	99.00000
SEN3432	SG3827	0.0000	0.0000	0.00100
SEN3434	SG3825	0.0000	0.0000	0.10285
SEN3435	SG3824	0.0000	0.0000	0.04395
SEN3436	SG3823	0.0008	0.0000	99.00000
SEN3437	SG3822	0.0011	0.0000	99.00000
SEN3438	SG3821	0.0000	0.0000	0.00100
SEN3439	SG3820	0.0004	0.0020	0.22452
SEN3440	SG3819	0.0014	0.0000	99.00000
SEN3441	SG3818	0.0000	0.0082	0.00100
SEN3442	SG3817	0.0006	0.0012	0.48950
SEN3444	SG3815	0.0000	0.0000	0.00100
SEN3445	SG3814	0.0008	0.0000	99.00000
SEN3446	SG3813	0.0000	0.0000	99.00000
SEN3450	SG3808	0.0000	0.0000	0.00100
SEN3452	SG3805	0.0000	0.0000	0.00100
SEN3453	SG3804	0.0214	0.0407	0.52573
SEN3458	SG3799	0.0000	0.0000	0.07420
SEN2554	SG2611	0.0000	0.0000	0.19952
SEN3464	SG3792	0.0021	0.0000	99.00000
SEN3465	SG3791	0.0028	0.0055	0.50905
SEN3466	SG3790	0.0000	0.0000	0.13124
SEN3467	SG3789	0.0025	0.0015	1.67727
SEN3468	SG3788	0.0000	0.0000	99.00000
SEN3469	SG3787	0.0014	0.0039	0.36619
SEN3470	SG3786	0.0000	0.0000	0.00100
SEN3471	SG3785	0.0000	0.0000	0.00100
SEN3472	SG3784	0.0000	0.0000	0.00100
SEN3477	SG3777	0.0000	0.0014	0.00100
SEN3478	SG3776	0.0000	0.0000	99.00000
SEN3481	SG3773	0.0053	0.0001	99.00000
SEN3482	SG3772	0.0009	0.0093	0.09588
SEN3483	SG3771	0.0000	0.0043	0.00100
SEN3484	SG3770	0.0014	0.0000	99.00000
SEN3485	SG3769	0.0000	0.0000	0.13429
SEN3487	SG3766	0.0012	0.0024	0.51112
SEN3488	SG3765	0.0000	0.0000	0.00100
SEN3489	SG3764	0.0019	0.0038	0.50808
SEN3490	SG3763	0.0000	0.0000	0.00100
SEN3491	SG3762	0.0000	0.0000	0.00100
SEN3493	SG3760	0.0037	0.0000	99.00000
SEN3494	SG3759	0.0000	0.0000	0.00100
SEN3495	SG3758	0.0014	0.0043	0.31853
SEN3497	SG3755	0.0000	0.0000	0.12635
SEN3498	SG3754	0.0017	0.0038	0.46305
SEN3499	SG3753	0.0018	0.0000	99.00000
SEN3502	SG3750	0.0000	0.0060	0.00100
SEN3835	SG2081	0.7045	66.9807	0.01052
SEN3504	SG3748	0.0008	0.0020	0.37464
SEN3505	SG3747	0.0000	0.0022	0.00100
SEN3506	SG3746	0.0000	0.0000	0.00100
SEN3507	SG3745	0.0008	0.0000	99.00000
SEN3508	SG3744	0.0000	0.0038	0.00100
SEN3509	SG3743	0.0000	0.0000	0.00100
SEN3511	SG3741	0.0000	0.0000	99.00000
SEN3515	SG3738	0.0000	0.0000	0.00100
SEN3516	SG3737	0.0000	0.0028	0.00100
SEN3517	SG3736	0.0000	0.0000	0.00100
SEN3521	SG3732	0.0000	0.0056	0.00100
SEN3522	SG3731	0.0000	0.0000	0.02107
SEN3523	SG3730	0.0000	0.0000	0.00100
SEN3524	SG3729	0.0000	0.0000	0.15401
SEN3525	SG3728	0.0000	0.0000	99.00000
SEN3526	SG3727	0.0000	0.0019	0.00100
SEN3527	SG3726	0.0013	0.0000	99.00000
SEN3528	SG3725	0.0000	0.0000	0.00100
SEN3529	SG3724	0.0000	0.0000	0.09784
SEN3530	SG3723	0.0029	0.0000	99.00000
SEN3531	SG3722	0.0022	0.0000	99.00000
SEN3532	SG3721	0.0000	0.0000	0.04660
SEN3533	SG3720	0.0000	0.0000	0.16339
SEN3534	SG3719	0.0016	0.0000	99.00000
SEN3538	SG3715	0.0000	0.0000	0.00100
SEN3539	SG3714	0.0015	0.0000	99.00000
SEN3540	SG3713	0.0012	0.0052	0.24071
SEN3541	SG3712	0.0000	0.0105	0.00100
SEN3543	SG3710	0.0000	0.0000	0.08609
SEN3544	SG3709	0.0000	0.0000	0.12033
SEN3545	SG3708	0.0015	0.0000	99.00000
SEN3546	SG3707	0.0000	0.0000	0.00100
SEN3547	SG3706	0.0000	0.0000	0.00100
SEN3548	SG3705	0.0000	0.0035	0.00100
SEN3549	SG3704	0.0000	0.0000	82.49530
SEN3550	SG3703	0.0000	0.0000	71.70848
SEN3551	SG3702	0.0000	0.0000	0.00100
SEN3552	SG3701	0.0011	0.0030	0.38551
SEN3553	SG3700	0.0000	0.0000	0.15850
SEN3554	SG3699	0.0000	0.0080	0.00100
SEN3555	SG3698	0.0000	0.0000	0.00100
SEN3557	SG3696	0.0000	0.0109	0.00100
SEN3560	SG3693	0.0000	0.0000	0.00100
SEN3561	SG3692	0.0009	0.0000	99.00000
SEN3562	SG3691	0.0000	0.0045	0.00100
SEN3563	SG3690	0.0000	0.0000	0.00100
SEN3564	SG3689	0.0000	0.0000	0.00100
SEN3565	SG3688	0.0022	0.0000	99.00000
SEN3566	SG3687	0.0000	0.0040	0.00100
SEN3567	SG3686	0.0000	0.0096	0.00100
SEN3568	SG3685	0.0000	0.0024	0.00100
SEN3569	SG3684	0.0009	0.0000	99.00000
SEN3570	SG3683	0.0000	0.0000	99.00000
SEN3571	SG0151	0.4481	67.2539	0.00666
SEN0491	SG0521	0.0000	0.0000	0.26369
SEN3598	SG3652	0.0000	0.0000	0.00100
SEN3601	SG3649	0.0000	0.0000	0.15375
SEN3602	SG3648	0.0009	0.0000	99.00000
SEN3603	SG3647	0.0040	0.0033	1.20955
SEN3604	SG3646	0.0017	0.0000	99.00000
SEN3605	SG3645	0.0000	0.0000	0.11156
SEN3611	SG3639	0.0000	0.0000	0.00100
SEN3612	SG3638	0.0007	0.0000	99.00000
SEN3613	SG3637	0.0000	0.0000	0.71337
SEN3615	SG3634	0.0023	0.0033	0.69728
SEN3620	SG3629	0.0000	0.0000	0.22415
SEN3621	SG3628	0.0000	0.0000	0.00100
SEN3622	SG3627	0.0000	0.0077	0.00100
SEN0989	SG1016	0.0010	0.0027	0.37557
SEN3623	SG3626	0.0233	0.0466	0.50087
SEN3624	SG3625	0.0000	0.0000	0.14688
SEN3625	SG3624	0.0039	0.0000	99.00000
SEN3626	SG3623	0.0041	0.0000	99.00000
SEN3627	SG3622	0.0012	0.0000	99.00000
SEN3643	SG3605	0.0034	0.0026	1.30481
SEN3646	SG3602	0.0000	0.0000	0.03586
SEN3648	SG3600	0.0019	0.0000	99.00000
SEN3652	SG3596	0.0000	0.0000	99.00000
SEN3653	SG3595	0.0000	0.0049	0.00100
SEN3654	SG3594	0.0000	0.0000	0.00100
SEN3655	SG3593	0.0010	0.0028	0.34798
SEN3656	SG3592	0.0000	0.0000	99.00000
SEN3657	SG3591	0.0000	0.0000	0.12632
SEN3659	SG3589	0.0000	0.0000	0.11148
SEN3660	SG3588	0.0011	0.0000	99.00000
SEN3661	SG3587	0.0000	0.0065	0.00100
SEN3662	SG3586	0.0000	0.0000	0.12053
SEN3663	SG3585	0.0000	0.0060	0.00100
SEN3664	SG3584	0.0000	0.0057	0.00100
SEN3665	SG3583	0.0010	0.0091	0.10997
SEN3666	SG3582	0.0000	0.0000	0.08904
SEN0163	SG0161	0.0284	0.0421	0.67283
SEN3667	SG3581	0.0000	0.0000	0.04537
SEN3668	SG3580	0.0000	0.0000	99.00000
SEN3669	SG3579	0.0015	0.0049	0.30064
SEN3670	SG3578	0.0013	0.0000	99.00000
SEN3671	SG3577	0.0000	0.0044	0.00100
SEN3675	SG3572	0.0009	0.0000	99.00000
SEN3676	SG3571	0.0019	0.0032	0.61165
SEN3678	SG3569	0.0000	0.0000	0.00100
SEN3679	SG3568	0.0009	0.0033	0.28359
SEN3680	SG3567	0.0015	0.0000	99.00000
SEN3681	SG3566	0.0000	0.0019	0.00100
SEN3682	SG3565	0.0000	0.0000	0.12145
SEN3683	SG3564	0.0035	0.0000	99.00000
SEN3684	SG3563	0.0000	0.0000	0.00100
SEN3685	SG3562	0.0000	0.0073	0.00100
SEN3686	SG3561	0.0000	0.0000	0.31306
SEN3687	SG3560	0.0027	0.0000	99.00000
SEN3688	SG3559	0.0000	0.0016	0.00100
SEN3689	SG3558	0.0036	0.0000	99.00000
SEN3690	SG3557	0.0000	0.0000	0.00100
SEN3692	SG3555	0.0000	0.0000	0.00100
SEN3693	SG3554	0.0009	0.0027	0.33722
SEN3694	SG3553	0.0007	0.0021	0.34102
SEN3695	SG3552	0.0000	0.0000	0.08491
SEN3697	SG3550	0.0000	0.0067	0.00100
SEN3698	SG3549	0.0015	0.0043	0.35987
SEN3699	SG3548	0.0015	0.0000	99.00000
SEN3700	SG3547	0.0013	0.0000	99.00000
SEN3703	SG3545	0.0000	0.0000	0.00100
SEN3705	SG3543	0.0000	0.0000	0.00100
SEN3706	SG3542	0.0029	0.0000	99.00000
SEN3708	SG3540	0.0000	0.0000	0.00100
SEN3709	SG3539	0.0017	0.0000	99.00000
SEN3710	SG3538	0.0007	0.0027	0.25681
SEN3711	SG3537	0.0000	0.0060	0.00100
SEN3714	SG3534	0.0000	0.0037	0.00100
SEN3715	SG3533	0.0000	0.0036	0.00100
SEN3716	SG3532	0.0000	0.0000	0.00100
SEN3718	SG3530	0.0008	0.0000	99.00000
SEN3719	SG3529	0.0011	0.0000	99.00000
SEN3720	SG3528	0.0000	0.0022	0.00100
SEN3721	SG3527	0.0000	0.0000	0.00100
SEN3722	SG3526	0.0000	0.0049	0.00100
SEN3723	SG3525	0.0000	0.0000	0.00100
SEN3724	SG3524	0.0015	0.0000	99.00000
SEN3725	SG3523	0.0011	0.0000	99.00000
SEN3726	SG3522	0.0012	0.0025	0.46796
SEN3727	SG3521	0.0039	0.0036	1.05916
SEN3729	SG3519	0.0000	0.0056	0.00100
SEN3730	SG3518	0.0013	0.0028	0.48056
SEN3731	SG3517	0.0011	0.0089	0.12494
SEN3733	SG3515	0.0012	0.0000	99.00000
SEN3734	SG3514	0.0000	0.0000	0.00100
SEN3735	SG3513	0.0020	0.0000	99.00000
SEN3761	SG3485	0.0010	0.0083	0.12395
SEN3736	SG3512	0.0024	0.0000	99.00000
SEN3737	SG3511	0.0012	0.0063	0.19700
SEN3738	SG3510	0.0044	0.0036	1.21974
SEN3739	SG3509	0.0017	0.0000	99.00000
SEN3740	SG3508	0.0010	0.0000	99.00000
SEN3741	SG3507	0.0000	0.0102	0.00100
SEN3744	SG3502	0.0000	0.0095	0.00100
SEN3745	SG3501	0.0019	0.0054	0.35895
SEN3746	SG3500	0.0000	0.0000	0.10054
SEN3747	SG3499	0.0000	0.0000	0.07724
SEN3748	SG3498	0.0012	0.0023	0.50067
SEN3749	SG3497	0.0000	0.0057	0.00100
SEN3750	SG3496	0.0000	0.0039	0.00100
SEN3751	SG3495	0.0028	0.0000	99.00000
SEN3752	SG3494	0.0000	0.0000	89.20494
SEN3753	SG3493	0.0000	0.0000	0.07004
SEN3754	SG3492	0.0000	0.0000	0.00100
SEN3755	SG3491	0.0499	0.0593	0.84166
SEN3756	SG3490	0.0000	0.0000	0.09597
SEN3757	SG3489	0.0000	0.0000	0.00100
SEN3758	SG3488	0.0000	0.0035	0.00100
SEN3759	SG3487	0.0000	0.0000	0.00100
SEN3760	SG3486	0.0012	0.0017	0.74170
SEN3762	SG3484	0.0019	0.0000	99.00000
SEN3763	SG3483	0.0000	0.0055	0.00100
SEN3764	SG3482	0.0011	0.0000	99.00000
SEN3765	SG3481	0.0000	0.0000	0.00100
SEN3766	SG3480	0.0000	0.0000	0.55541
SEN3767	SG3479	0.0010	0.0000	99.00000
SEN3768	SG3478	0.0000	0.0000	0.00100
SEN3769	SG3477	0.0000	0.0051	0.00100
SEN3770	SG3476	0.0000	0.0036	0.00100
SEN3772	SG3474	0.0000	0.0000	0.00100
SEN3773	SG3473	0.0010	0.0000	99.00000
SEN3774	SG3472	0.0000	0.0068	0.00100
SEN3776	SG3470	0.0024	0.0000	99.00000
SEN3777	SG3469	0.0006	0.0085	0.07448
SEN3778	SG3468	0.0000	0.0021	0.00100
SEN3779	SG3467	0.0048	0.0000	99.00000
SEN3780	SG3466	0.0009	0.0000	99.00000
SEN3781	SG3465	0.0000	0.0000	0.18910
SEN3782	SG3429	0.0025	0.0000	99.00000
SEN3783	SG3428	0.0000	0.0000	0.00100
SEN3784	SG3427	0.0000	0.0000	0.59769
SEN3785	SG3426	0.0000	0.0000	0.00100
SEN3786	SG3425	0.0000	0.0000	99.00000
SEN3787	SG3424	0.0014	0.0110	0.12802
SEN3788	SG3423	0.0000	0.0031	0.00100
SEN3789	SG3422	0.0000	0.0000	0.00100
SEN3792	SG3420	0.0009	0.0000	99.00000
SEN3793	SG3419	0.0000	0.0000	0.00100
SEN3794	SG3418	0.0000	0.0000	0.17739
SEN3795	SG3417	0.0009	0.0000	99.00000
SEN3796	SG3416	0.0000	0.0000	0.04063
SEN0412	SG0441	0.0019	0.0060	0.31582
SEN3803	SG3409	0.0000	0.0000	0.10140
SEN0042	SG3408	0.8337	64.7752	0.01287
SEN3806	SG3407	0.0031	0.0025	1.25661
SEN3807	SG3406	0.0000	0.0016	0.00100
SEN3808	SG3405	0.0000	0.0000	0.12482
SEN3809	SG3404	0.0025	0.0000	99.00000
SEN3811	SG3402	0.0048	0.0038	1.26388
SEN3813	SG3400	0.0000	0.0000	0.00100
SEN3814	SG3399	0.0027	0.0000	99.00000
SEN3815	SG3398	0.0000	0.0033	0.00100
SEN3816	SG3397	0.0000	0.0130	0.00100
SEN3817	SG3396	0.0000	0.0000	0.00100
SEN3823	SG3390	0.0000	0.0000	0.12778
SEN3824	SG3389	0.0000	0.0050	0.00100
SEN3825	SG3388	0.0000	0.0000	0.05822
SEN3827	SG3386	0.0000	0.0000	0.17434
SEN3830	SG3383	0.0028	0.0037	0.75893
SEN3834	SG3379	0.0000	0.0000	0.09071
SEN3836	SG3376	0.0000	0.0000	0.07355
SEN3837	SG3375	0.0010	0.0000	99.00000
SEN3838	SG3374	0.0000	0.0036	0.00100
SEN3839	SG3373	0.0000	0.0032	0.00100
SEN3841	SG3371	0.0027	0.0000	99.00000
SEN3845	SG3366	0.0020	0.0000	99.00000
SEN0166	SG0164	0.0032	0.0332	0.09600
SEN3848	SG3363	0.0000	0.0038	0.00100
SEN3849	SG3362	0.0000	0.0000	99.00000
